DATE,XUDLADS,XUDLBK25,XUDLBK47,XUDLBK85,XUDLBK87,XUDLBK89,XUDLBK93,XUDLBK95,XUDLBK97,XUDLCDS,XUDLDKS,XUDLERS,XUDLHDS,XUDLJYS,XUDLNDS,XUDLNKS,XUDLSFS,XUDLSGS,XUDLSKS,XUDLSRS,XUDLTWS,XUDLUSS,XUDLZRS
03 Jan 2012,1.5064,30.8252,5.3472,49.5669,49.0658,9.8413,1796.1073,2.9357,83.0584,1.5778,8.9081,1.1979,12.1465,119.9907,1.978,9.2441,1.4576,2.0058,10.6832,5.8638,47.3638,1.5636,12.5623
04 Jan 2012,1.5107,31.3196,5.4432,49.7418,49.184,9.8245,1796.5179,2.9439,82.5092,1.5835,8.9937,1.2093,12.1248,119.7835,1.9854,9.2937,1.4733,2.0103,10.7349,5.8535,47.2719,1.5609,12.7477
05 Jan 2012,1.5108,31.2794,5.4563,49.5903,48.9942,9.7546,1788.4044,2.9177,81.9279,1.5808,8.9977,1.21,12.0218,119.3508,1.9831,9.308,1.474,2.0019,10.7112,5.8055,46.827,1.548,12.6676
06 Jan 2012,1.5066,31.4001,5.4352,49.2417,48.8896,9.7208,1788.0984,2.8918,81.1693,1.5779,9.0101,1.2119,11.9651,118.8265,1.9731,9.2841,1.4735,1.9935,10.6934,5.7785,46.5707,1.5408,12.5497
09 Jan 2012,1.5105,31.3128,5.4377,49.3026,49.1028,9.7532,1790.8865,2.8946,80.9525,1.5855,9.0172,1.2127,11.9938,118.7025,1.9684,9.2868,1.4717,2.004,10.6949,5.7926,46.6392,1.5446,12.6052
10 Jan 2012,1.4993,31.2208,5.4077,48.8993,49.0505,9.7793,1787.7798,2.8932,79.9336,1.5778,9.0126,1.2121,12.0283,118.9324,1.9494,9.273,1.4714,1.9961,10.6622,5.8082,46.519,1.5488,12.5713
11 Jan 2012,1.4932,31.2846,5.4055,48.7879,48.8014,9.6972,1782.0638,2.8639,79.5518,1.5677,9.001,1.2105,11.9282,118.1184,1.9342,9.275,1.4667,1.9851,10.647,5.7588,46.0296,1.5356,12.4855
12 Jan 2012,1.486,30.6033,5.2803,48.3881,48.6991,9.6781,1770.1871,2.8363,78.9235,1.5636,8.9025,1.1971,11.8992,117.5886,1.9328,9.197,1.4493,1.9771,10.6175,5.7452,45.9225,1.5319,12.3681
13 Jan 2012,1.4859,30.8548,5.3326,48.7894,48.6751,9.6395,1757.775,2.8442,78.626,1.5659,8.973,1.2068,11.8746,117.6639,1.9299,9.2825,1.46,1.9776,10.709,5.7325,45.8168,1.5285,12.468
16 Jan 2012,1.4838,30.9983,5.3195,48.5573,48.8657,9.6812,1765.7856,2.8401,78.7323,1.5607,8.9931,1.2095,11.9077,117.5658,1.9266,9.2786,1.4615,1.9778,10.7171,5.7488,46.0606,1.5328,12.3815
17 Jan 2012,1.477,30.9439,5.2632,48.561,48.7521,9.6947,1757.1494,2.8345,77.7577,1.5575,8.9633,1.2055,11.9239,117.9418,1.9191,9.2563,1.4577,1.973,10.6254,5.7584,46.0266,1.5355,12.3815
18 Jan 2012,1.4833,30.7046,5.2248,48.5599,48.948,9.7234,1756.0128,2.8295,77.7745,1.5621,8.9385,1.2021,11.9571,118.3104,1.9125,9.2488,1.4537,1.9716,10.5737,5.7781,46.1902,1.5407,12.3507
19 Jan 2012,1.4856,30.4254,5.1864,48.4658,48.932,9.7743,1756.1804,2.8296,77.6536,1.5616,8.926,1.2004,12.0089,119.2658,1.9303,9.1774,1.4497,1.9721,10.5191,5.8037,46.3863,1.5475,12.2777
20 Jan 2012,1.4848,30.5814,5.1855,48.667,48.9348,9.832,1759.7588,2.8457,77.9821,1.5742,8.9348,1.2016,12.0502,119.7288,1.93,9.2113,1.4507,1.9776,10.5431,5.8225,46.5362,1.5525,12.3487
23 Jan 2012,1.4782,30.2995,5.1159,48.0911,48.9527,9.8763,1767.6933,2.8377,77.975,1.5698,8.8877,1.1953,12.1027,120.0971,1.9217,9.1422,1.4441,1.9745,10.498,5.8484,46.7226,1.5595,12.3497
24 Jan 2012,1.4896,30.4295,5.1421,48.036,49.1146,9.8712,1762.8118,2.8423,78.1298,1.5755,8.9276,1.2008,12.0954,121.1266,1.9265,9.1876,1.4494,1.9797,10.5694,5.8456,46.563,1.5587,12.4166
25 Jan 2012,1.4876,30.4332,5.1589,47.8553,49.2362,9.8706,1759.7373,2.8468,78.2261,1.5775,8.9315,1.2013,12.098,121.9137,1.9347,9.2229,1.4512,1.9814,10.6266,5.8451,46.6957,1.5586,12.5352
26 Jan 2012,1.4742,29.9888,5.0488,47.5253,49.0217,9.9409,1760.497,2.8071,78.3987,1.5692,8.8679,1.1929,12.1763,121.3535,1.9103,9.1269,1.4394,1.9725,10.5981,5.887,47.0282,1.5697,12.2259
27 Jan 2012,1.4741,30.0307,5.0499,47.4333,48.6648,9.9225,1758.498,2.7925,77.3999,1.5692,8.8693,1.1931,12.1498,120.2206,1.9045,9.136,1.4394,1.9641,10.6328,5.8761,46.8395,1.5668,12.182
30 Jan 2012,1.4835,30.1589,5.0893,47.7124,48.862,9.9276,1769.6009,2.8052,78.0757,1.5753,8.8906,1.1959,12.1633,119.7872,1.917,9.1466,1.44,1.975,10.6056,5.881,46.6902,1.5681,12.3301
31 Jan 2012,1.4849,30.5148,5.093,47.7668,48.9022,9.9531,1776.3546,2.792,78.182,1.5821,8.9621,1.2055,12.2366,120.3225,1.9095,9.2432,1.451,1.9818,10.746,5.918,46.7088,1.578,12.3068
01 Feb 2012,1.4775,30.24,5.0334,47.7892,49.0677,10.0015,1781.9172,2.7809,77.9946,1.5818,8.9325,1.2016,12.2977,120.7346,1.9011,9.1777,1.4479,1.983,10.6583,5.9476,47.0655,1.5859,12.1485
02 Feb 2012,1.474,30.0622,5.0294,47.6745,48.8174,9.968,1765.1631,2.7794,77.7029,1.5784,8.9279,1.201,12.2698,120.4775,1.8927,9.2135,1.447,1.9715,10.6456,5.9326,46.7293,1.5819,12.0359
03 Feb 2012,1.4667,30.058,5.0254,47.6774,48.8505,9.9576,1764.7483,2.7699,76.8779,1.5725,8.9513,1.2041,12.2523,121.0045,1.8855,9.1885,1.4519,1.9632,10.6043,5.9251,46.6623,1.5799,11.9317
06 Feb 2012,1.4722,30.1516,5.0369,47.5761,48.9171,9.97,1770.3826,2.7824,77.4903,1.5727,8.9782,1.2078,12.2478,120.9739,1.8952,9.2111,1.4572,1.9737,10.6444,5.9236,46.7358,1.5795,11.95
07 Feb 2012,1.4684,29.8242,5.0039,47.2456,49.0414,10.006,1775.5681,2.779,78.0139,1.579,8.9101,1.1986,12.3049,122.0004,1.8989,9.1597,1.4489,1.9758,10.5746,5.9521,46.9123,1.5871,12.0263
08 Feb 2012,1.4642,29.5636,4.98,47.0717,48.643,9.9593,1765.1672,2.7676,77.7829,1.575,8.8729,1.1938,12.2696,121.6866,1.8924,9.0995,1.4443,1.9712,10.5075,5.9343,46.6492,1.5824,11.9443
09 Feb 2012,1.4662,29.8526,4.9936,47.0547,48.6666,9.9724,1767.9672,2.7787,78.1882,1.5747,8.8498,1.1908,12.2856,122.5062,1.895,9.105,1.4418,1.9766,10.4844,5.9414,46.7181,1.5842,12.0109
10 Feb 2012,1.4745,30.0748,5.0319,47.3864,48.6233,9.9216,1769.6248,2.7801,77.9517,1.5771,8.8773,1.1943,12.2157,122.2908,1.9028,9.0729,1.4448,1.9851,10.5117,5.9073,46.5206,1.5751,12.1814
13 Feb 2012,1.4707,29.9655,5.0138,47.2723,48.6363,9.9441,1767.8024,2.7895,77.6128,1.5788,8.8805,1.1947,12.245,122.2539,1.8934,9.0245,1.4441,1.9835,10.5128,5.9223,46.544,1.5791,12.1618
14 Feb 2012,1.4669,29.9754,4.9889,47.1128,48.3702,9.8704,1764.1727,2.7739,77.491,1.568,8.8695,1.1932,12.1483,122.8763,1.8858,8.9841,1.4419,1.9839,10.4748,5.8762,46.3497,1.5669,12.1298
15 Feb 2012,1.4639,30.241,5.0378,47.1346,48.3061,9.8869,1764.4764,2.7708,77.4891,1.5656,8.927,1.201,12.1682,122.9311,1.8744,9.0674,1.4495,1.9811,10.5389,5.8857,46.3365,1.5694,12.1401
16 Feb 2012,1.4695,30.3919,5.0993,47.5344,48.6014,9.9242,1780.4245,2.7844,77.7922,1.5754,8.9762,1.2076,12.2121,124.1651,1.8977,9.1063,1.4584,1.993,10.6386,5.9063,46.6603,1.5749,12.313
17 Feb 2012,1.4758,30.0347,5.0268,47.3106,48.6944,9.9612,1781.876,2.7763,77.9521,1.5766,8.93,1.2013,12.2633,125.5078,1.8963,9.0006,1.4513,1.9905,10.6204,5.9313,46.7333,1.5815,12.2354
20 Feb 2012,1.473,29.7639,4.9932,47.2347,48.7844,9.9997,1780.614,2.7606,78.0328,1.5749,8.893,1.1962,12.3058,126.1348,1.8857,8.9868,1.4445,1.985,10.533,5.9519,46.8871,1.587,12.1578
21 Feb 2012,1.4788,29.678,4.9826,47.0531,48.6149,9.9603,1778.959,2.7657,77.874,1.5752,8.8689,1.1927,12.267,126.1645,1.8901,8.9805,1.441,1.9868,10.5045,5.9328,46.7797,1.582,12.1675
22 Feb 2012,1.473,29.7906,4.9606,46.4898,47.9127,9.8646,1766.2537,2.7543,77.1727,1.5662,8.8,1.1833,12.1505,125.861,1.8877,8.8642,1.4281,1.9729,10.4465,5.8761,46.3318,1.5668,12.0874
23 Feb 2012,1.4687,29.6078,4.9282,46.4453,47.5928,9.8891,1773.0698,2.7667,77.2617,1.566,8.7696,1.1794,12.1777,125.9143,1.8834,8.8288,1.4217,1.9723,10.425,5.8886,46.4473,1.5702,12.0502
24 Feb 2012,1.4807,29.4432,4.9076,46.2387,48.0943,9.9861,1784.7054,2.7996,77.7231,1.5836,8.7579,1.1778,12.2954,127.9343,1.8977,8.8382,1.4195,1.9908,10.392,5.9472,46.9002,1.5857,12.0374
27 Feb 2012,1.4766,29.5726,4.9305,46.0128,48.1536,9.9813,1787.544,2.8005,77.8932,1.5843,8.7941,1.1826,12.2849,127.4486,1.892,8.8688,1.425,1.99,10.4584,5.9405,46.8468,1.584,12.0159
28 Feb 2012,1.4722,29.3885,4.8857,45.9635,48.0525,9.9762,1784.4675,2.7867,77.6141,1.5771,8.7723,1.1797,12.283,127.5276,1.8934,8.8252,1.4218,1.9836,10.4159,5.9397,46.8282,1.5838,11.9233
29 Feb 2012,1.4784,29.7815,4.9106,46.4531,48.5861,10.0551,1785.27,2.7894,78.3512,1.5731,8.8796,1.1944,12.3914,129.3498,1.8946,8.8807,1.4394,1.9925,10.5062,5.9917,46.9892,1.5977,11.9011
01 Mar 2012,1.478,29.6471,4.9073,46.6479,48.7327,10.0531,1781.4395,2.8001,78.5164,1.5735,8.8983,1.1969,12.3758,129.2198,1.9021,8.9055,1.4427,1.9919,10.5601,5.9844,46.9056,1.5957,11.9073
02 Mar 2012,1.4741,29.6712,4.9418,46.4203,48.5163,9.9858,1768.7838,2.7976,78.6012,1.5662,8.9261,1.2007,12.3017,129.2817,1.9015,8.9121,1.448,1.9843,10.6123,5.9464,46.6858,1.5855,11.9301
05 Mar 2012,1.4875,29.826,4.9581,46.5538,48.6636,10.0092,1772.4263,2.807,78.987,1.5772,8.917,1.1995,12.3221,129.214,1.9318,8.8885,1.4464,1.9964,10.6092,5.9528,46.8407,1.5872,12.0119
06 Mar 2012,1.4912,29.8692,5.0033,46.6141,48.4888,9.9272,1771.6267,2.8218,79.2644,1.5765,8.9215,1.2,12.2179,127.0686,1.9398,8.9722,1.4462,1.9894,10.6945,5.9022,46.4649,1.5738,12.0323
07 Mar 2012,1.4902,29.7986,5.0024,46.6988,48.3649,9.9114,1767.6213,2.807,79.0034,1.5744,8.9004,1.1972,12.1952,126.9835,1.9236,8.9098,1.4429,1.9839,10.6985,5.8913,46.4289,1.5708,12.0473
08 Mar 2012,1.4917,29.5905,4.8913,46.4529,48.3653,9.9892,1766.8053,2.8121,79.3568,1.5712,8.8603,1.1918,12.2677,128.7422,1.9234,8.828,1.4369,1.9817,10.589,5.9318,46.6177,1.5816,11.8993
09 Mar 2012,1.4777,29.4565,4.8895,46.1638,47.9578,9.9037,1752.1235,2.7996,78.2218,1.5519,8.8935,1.1962,12.1765,129.2319,1.9036,8.936,1.4422,1.9662,10.6549,5.8855,46.208,1.5693,11.7842
12 Mar 2012,1.4884,29.186,4.8894,46.2766,47.8444,9.8777,1755.7506,2.8029,78.0672,1.5514,8.8347,1.1884,12.1151,128.3865,1.9101,8.897,1.4331,1.97,10.6364,5.8564,46.1478,1.5615,11.8092
13 Mar 2012,1.4931,29.5286,4.9378,46.3213,48.1364,9.9563,1767.7822,2.8172,78.562,1.5588,8.9248,1.2004,12.21,130.0895,1.9125,8.9412,1.4474,1.9799,10.6432,5.9018,46.4684,1.5736,11.8481
14 Mar 2012,1.5018,29.6762,4.9968,46.3763,48.3129,9.9316,1766.6357,2.8329,78.4535,1.5553,8.9544,1.2044,12.1753,131.433,1.9382,9.1353,1.461,1.9901,10.7564,5.883,46.3506,1.5686,12.0492
15 Mar 2012,1.4883,29.3873,4.946,46.0242,48.1508,9.9157,1762.9192,2.8154,78.8072,1.5558,8.914,1.1989,12.1617,130.5071,1.9123,9.0762,1.4473,1.9792,10.6728,5.8767,46.3027,1.5669,11.9266
16 Mar 2012,1.4971,29.4938,4.9603,46.2898,48.6886,10.0174,1783.876,2.8488,79.4101,1.5706,8.9449,1.2029,12.2991,132.0439,1.9233,9.1027,1.4515,1.9935,10.6927,5.9421,46.8166,1.5844,12.0343
19 Mar 2012,1.4984,29.3686,4.937,46.3565,48.7915,10.0477,1781.7642,2.8703,79.7431,1.5702,8.9243,1.2003,12.3371,132.4046,1.9248,9.0888,1.4482,1.9974,10.6688,5.9607,46.9161,1.5893,11.9732
20 Mar 2012,1.5122,29.3031,4.9582,46.3735,48.8017,10.0265,1788.9197,2.892,80.0598,1.575,8.9166,1.1992,12.3082,132.5954,1.9394,9.1307,1.4465,2.0017,10.7017,5.9464,46.8832,1.5855,12.0766
21 Mar 2012,1.5179,29.5964,4.985,46.427,48.7612,10.0194,1791.5033,2.8775,80.2096,1.5738,8.9329,1.2013,12.3044,132.5285,1.9475,9.1354,1.4489,2.0051,10.6758,5.9434,46.8517,1.5847,12.1115
22 Mar 2012,1.5243,29.6276,4.9945,46.5485,48.7014,9.9565,1789.8266,2.8626,81.082,1.5812,8.9079,1.198,12.2748,130.4236,1.9561,9.1472,1.4443,2.0016,10.7052,5.9281,46.7279,1.5807,12.2002
23 Mar 2012,1.5171,29.4477,4.9674,46.4691,48.7311,10,1801.2437,2.8569,81.2741,1.5838,8.8923,1.1959,12.3222,130.6318,1.9416,9.123,1.4412,2.0032,10.6939,5.9491,46.9148,1.5863,12.2423
26 Mar 2012,1.5146,29.3757,4.9308,46.2173,48.9425,10.0625,1814.4274,2.8503,81.3424,1.5802,8.8922,1.1959,12.3802,131.9902,1.939,9.0734,1.4412,2.0055,10.6493,5.977,47.1337,1.5937,12.101
27 Mar 2012,1.5232,29.4113,4.9711,46.358,49.0408,10.0712,1812.9606,2.8572,80.9149,1.5849,8.9123,1.1986,12.4006,132.7663,1.9448,9.1086,1.4452,2.006,10.6757,5.989,47.2267,1.5969,12.1265
28 Mar 2012,1.5274,29.4328,4.9673,46.5681,48.8655,9.9926,1799.7675,2.8261,80.4863,1.5795,8.8691,1.1926,12.305,131.3806,1.9374,9.1174,1.4379,1.9935,10.5891,5.9442,46.8605,1.585,12.1844
29 Mar 2012,1.5407,29.6937,4.9829,46.9196,49.1429,10.0317,1813.626,2.8429,81.8041,1.5896,8.9116,1.1981,12.3525,130.8515,1.9549,9.1546,1.4433,2.0037,10.6135,5.9662,47.035,1.5909,12.336
30 Mar 2012,1.5424,29.8319,4.9833,47.104,49.3493,10.064,1809.8483,2.8478,81.4312,1.5973,8.9282,1.2,12.407,131.5076,1.9501,9.1169,1.4445,2.0091,10.6056,5.9937,47.12,1.5981,12.2646
02 Apr 2012,1.5393,29.7834,4.9898,47.02,49.3422,10.0859,1806.3319,2.8539,81.3562,1.5909,8.958,1.204,12.4358,131.371,1.9485,9.1053,1.4494,2.0089,10.5894,6.0059,47.2362,1.6015,12.2441
03 Apr 2012,1.5387,29.4415,4.9468,46.5664,49.2257,10.0584,1793.8153,2.835,80.9062,1.5806,8.9092,1.1974,12.4015,131.3697,1.9362,9.0708,1.441,1.9984,10.5297,5.9901,47.0615,1.5972,12.2753
04 Apr 2012,1.5478,29.8098,5.0286,46.8576,49.2698,9.996,1795.2363,2.846,81.0952,1.5827,9.0036,1.2101,12.3252,130.8888,1.95,9.1675,1.4562,1.9987,10.6629,5.9529,46.8492,1.5873,12.4257
05 Apr 2012,1.5356,29.9138,5.0397,46.6379,49.1047,9.9917,1789.4232,2.8377,80.9309,1.5695,9.0167,1.2118,12.2925,130.3917,1.9381,9.1551,1.457,1.9928,10.6801,5.9369,46.6985,1.583,12.3756
10 Apr 2012,1.5426,30.0914,5.0772,47.1062,49.0661,9.9954,1804.9777,2.8754,81.5419,1.5881,9.0059,1.2106,12.298,128.1294,1.9455,9.185,1.4552,2.0008,10.7654,5.9397,46.7942,1.5838,12.6949
11 Apr 2012,1.5425,30.1251,5.0733,47.1225,49.1146,10.0322,1818.196,2.8701,81.8551,1.5937,9.0162,1.2122,12.3485,128.8305,1.9411,9.2271,1.4564,2.0007,10.7901,5.9647,46.9897,1.5905,12.6887
12 Apr 2012,1.5289,29.9856,5.0468,46.988,49.1033,10.0612,1814.9568,2.8648,81.7671,1.5899,9.0072,1.2109,12.3872,129.0438,1.929,9.2037,1.4557,1.9992,10.763,5.9829,47.1116,1.5953,12.6018
13 Apr 2012,1.5317,30.0901,5.0832,46.9769,48.8512,10.0104,1802.1192,2.8532,81.7311,1.5844,9.0315,1.2141,12.3271,128.6127,1.9256,9.1981,1.4599,1.9815,10.7786,5.9568,46.8737,1.5884,12.6125
16 Apr 2012,1.5307,30.046,5.0802,46.8935,48.7744,10.0034,1802.7216,2.849,81.7633,1.5866,9.0213,1.2128,12.2899,127.3141,1.9337,9.1724,1.4577,1.9795,10.7761,5.9405,46.8498,1.5841,12.6258
17 Apr 2012,1.5315,30.0255,5.0572,46.9793,49.0999,10.0358,1808.8432,2.846,81.9154,1.5729,9.0166,1.212,12.3584,128.6343,1.9384,9.1425,1.4564,1.9885,10.7686,5.973,46.9881,1.5926,12.4258
18 Apr 2012,1.5438,30.3492,5.1048,47.2781,49.4556,10.1042,1823.5583,2.8655,82.8963,1.5853,9.0874,1.2217,12.441,130.332,1.9576,9.2247,1.4686,2.004,10.8171,6.0119,47.3235,1.6031,12.5189
19 Apr 2012,1.5532,30.3432,5.1112,47.4263,49.5933,10.1236,1828.6719,2.8747,83.5843,1.5949,9.0905,1.222,12.4664,130.9532,1.9693,9.2243,1.4687,2.0089,10.7964,6.023,47.3802,1.606,12.5963
20 Apr 2012,1.5537,30.4341,5.1134,47.4404,49.8015,10.1666,1834.2758,2.8878,83.8568,1.597,9.077,1.2202,12.5095,131.5308,1.9715,9.2225,1.4662,2.0119,10.791,6.0442,47.4887,1.6117,12.5638
23 Apr 2012,1.5639,30.692,5.1673,47.5817,49.9137,10.1538,1839.3221,2.8921,84.3189,1.6016,9.1245,1.2265,12.4921,130.4903,1.9854,9.2656,1.4742,2.0112,10.9069,6.0363,47.4784,1.6096,12.6564
24 Apr 2012,1.567,30.5153,5.1387,47.4237,49.9358,10.1863,1838.839,2.8747,85.0136,1.5964,9.1008,1.2232,12.534,131.0572,1.9852,9.251,1.47,2.0126,10.8801,6.0567,47.594,1.615,12.5829
25 Apr 2012,1.5594,30.3194,5.1111,47.3642,49.8536,10.1575,1836.4308,2.8536,84.5288,1.5876,9.0925,1.2222,12.5035,131.1759,1.9817,9.2316,1.469,2.0056,10.8606,6.0427,47.4367,1.6113,12.5561
26 Apr 2012,1.5607,30.4352,5.1149,47.4671,49.95,10.2061,1835.7352,2.8552,84.8956,1.5929,9.1018,1.2235,12.5584,130.7343,1.9902,9.2813,1.47,2.009,10.8683,6.0702,47.3279,1.6186,12.6024
27 Apr 2012,1.5551,30.3881,5.1108,47.5907,49.9156,10.2452,1843.8249,2.8584,85.1927,1.5929,9.1091,1.2246,12.5996,130.6185,1.9834,9.2999,1.4708,2.0109,10.9162,6.0899,47.4393,1.6238,12.5838
30 Apr 2012,1.5598,30.5983,5.121,47.6975,49.9512,10.2458,1833.4805,2.8573,85.5146,1.6047,9.1275,1.227,12.5979,129.6684,1.985,9.3051,1.474,2.0093,10.9185,6.0901,47.3529,1.6239,12.5893
01 May 2012,1.5673,30.5367,5.0973,47.6518,49.8441,10.233,1832.1463,2.8463,85.1631,1.5965,9.1224,1.2264,12.5832,130.0357,1.9877,9.2795,1.4736,2.0045,10.912,6.083,47.2651,1.622,12.5509
02 May 2012,1.5724,30.7688,5.1296,47.6524,50.041,10.2207,1831.4405,2.8534,85.8622,1.6028,9.1652,1.2321,12.5715,129.9317,2.0004,9.3125,1.4807,2.0104,10.9346,6.0774,47.3672,1.6205,12.5681
03 May 2012,1.5776,30.8371,5.1418,47.7902,50.1776,10.215,1831.1825,2.8499,86.4134,1.5987,9.1618,1.2318,12.5708,130.1993,2.0235,9.2983,1.4801,2.0136,10.9353,6.0761,47.3584,1.6202,12.5081
04 May 2012,1.5851,30.8016,5.1589,48.0458,49.9605,10.1892,1832.6888,2.8373,86.3241,1.6066,9.1643,1.2322,12.5414,129.0863,2.0332,9.3428,1.4802,2.0094,10.9991,6.0597,47.2605,1.6158,12.6367
08 May 2012,1.5972,31.3138,5.2179,48.6185,50.0824,10.1806,1838.6042,2.8697,85.7437,1.6159,9.2345,1.2419,12.5271,128.7649,2.05,9.4192,1.4917,2.0162,11.0735,6.0528,47.3548,1.614,12.7716
09 May 2012,1.604,31.502,5.2754,48.9804,50.0679,10.158,1840.5182,2.8922,86.5402,1.617,9.2559,1.245,12.4985,128.0514,2.0561,9.41,1.4953,2.0185,11.0864,6.0374,47.2989,1.6099,12.9241
10 May 2012,1.5976,31.3911,5.2744,48.6881,50.2738,10.2034,1846.1184,2.8846,86.2298,1.6196,9.2677,1.2468,12.5457,129.1992,2.0531,9.4582,1.4977,2.0197,11.1968,6.0603,47.3892,1.616,12.9424
11 May 2012,1.5997,31.4448,5.28,48.5274,50.1936,10.1574,1845.7162,2.8735,86.2209,1.6046,9.2449,1.2437,12.4985,128.5908,2.0447,9.417,1.4937,2.0129,11.1822,6.0371,47.3152,1.6098,13.0004
14 May 2012,1.6135,31.8781,5.4089,48.976,50.4699,10.18,1858.772,2.9164,86.8408,1.6143,9.3251,1.2544,12.5054,128.526,2.0686,9.5482,1.5067,2.0251,11.3316,6.0395,47.6276,1.6104,13.1707
15 May 2012,1.6076,32.1483,5.4579,49.0793,50.2983,10.1334,1852.6649,2.9111,86.2818,1.61,9.3315,1.2554,12.4585,128.5045,2.0752,9.585,1.5078,2.0191,11.4211,6.0151,47.3632,1.6039,13.266
16 May 2012,1.6009,31.7898,5.4226,49.236,49.9507,10.0618,1856.198,2.8944,86.5064,1.6058,9.2872,1.2495,12.3657,127.917,2.0792,9.48,1.5006,2.0171,11.3658,5.9697,47.1252,1.5918,13.2135
17 May 2012,1.5917,31.7024,5.4173,49.1057,49.5864,10.0014,1843.7741,2.8904,85.9857,1.607,9.2489,1.2444,12.2823,125.7686,2.0661,9.4599,1.4946,2.0027,11.379,5.93,46.764,1.5812,13.2046
18 May 2012,1.6024,31.3958,5.3964,49.3934,49.5044,10.002,1846.3779,2.8949,86.1348,1.6089,9.2349,1.2424,12.2751,125.2784,2.0858,9.4708,1.4921,2.0129,11.3625,5.9277,46.7178,1.5806,13.1624
21 May 2012,1.6034,31.0886,5.3458,49.2698,49.5345,9.9986,1845.0477,2.8924,86.8849,1.6148,9.1981,1.2377,12.271,125.3968,2.0788,9.4088,1.4864,2.0097,11.2474,5.9266,46.6821,1.5803,13.076
22 May 2012,1.5962,31.2307,5.3628,49.2029,49.5425,9.988,1841.3359,2.8855,87.4419,1.607,9.2019,1.2382,12.267,126.2418,2.0711,9.3728,1.4871,2.0038,11.2184,5.9247,46.6041,1.5798,13.016
23 May 2012,1.6169,31.8696,5.4858,49.8626,49.6123,9.9547,1847.3768,2.9175,87.9411,1.616,9.2813,1.2489,12.2029,124.5257,2.1021,9.4476,1.4998,2.011,11.2899,5.8934,46.5007,1.5715,13.2521
24 May 2012,1.6049,31.6392,5.4208,49.8169,49.5018,9.9477,1845.6458,2.8872,87.1181,1.6091,9.2612,1.2462,12.173,124.5149,2.0834,9.4146,1.4984,1.9998,11.2117,5.8805,46.4128,1.568,13.0724
25 May 2012,1.6002,31.7119,5.4579,50.0579,49.4879,9.9193,1853.6478,2.8825,86.4984,1.6088,9.2867,1.2498,12.1376,124.4469,2.0724,9.4187,1.5007,2.0002,11.2219,5.864,46.3216,1.5636,13.085
28 May 2012,1.595,31.7402,5.4483,50.421,49.6624,9.9647,1848.3135,2.8866,86.6814,1.6103,9.3071,1.2526,12.1927,124.847,2.066,9.4301,1.506,2.0064,11.2334,5.8901,46.4898,1.5706,13.1062
29 May 2012,1.5892,31.7645,5.4387,50.4586,49.7024,9.9527,1842.4706,2.8721,87.3712,1.6027,9.2947,1.2507,12.1732,124.6324,2.0546,9.4187,1.5025,2.0022,11.252,5.8799,46.3942,1.5679,13.0112
30 May 2012,1.5967,32.1991,5.513,50.9211,49.5503,9.8743,1834.3075,2.8736,87.2023,1.5994,9.3147,1.2535,12.0598,122.633,2.0565,9.429,1.5055,2.0014,11.2469,5.8253,46.2883,1.5533,13.2024
31 May 2012,1.5868,32.1372,5.4819,51.5855,49.0543,9.8022,1817.0256,2.8714,86.326,1.5946,9.2504,1.2449,11.9457,120.7041,2.0484,9.4072,1.4959,1.9837,11.1904,5.7725,45.9682,1.5392,13.1796
01 Jun 2012,1.5887,31.8649,5.4899,51.6602,48.5474,9.7662,1812.7088,2.8567,85.027,1.5963,9.2163,1.2403,11.9009,119.8045,2.0413,9.4318,1.4894,1.9858,11.1535,5.7507,45.9407,1.5334,13.2317
06 Jun 2012,1.5633,31.492,5.3412,50.1444,48.6263,9.8372,1815.4895,2.8375,85.4419,1.5974,9.1941,1.237,11.9953,122.2498,2.0171,9.4216,1.4853,1.9755,11.1444,5.7979,46.1606,1.5459,12.8984
07 Jun 2012,1.5674,31.4863,5.2766,50.2903,49.1922,9.9123,1820.3282,2.8458,85.4476,1.5954,9.2163,1.2398,12.0849,123.9462,2.0214,9.4119,1.4892,1.9867,11.1525,5.8422,46.5129,1.5577,12.9272
08 Jun 2012,1.5608,31.485,5.3244,50.3795,48.7916,9.82,1809.9771,2.8173,85.5357,1.59,9.1917,1.2367,11.96,122.7422,2.0086,9.3623,1.485,1.982,11.0454,5.7818,46.1755,1.5416,13.0211
11 Jun 2012,1.5618,31.6341,5.3339,50.7532,49.086,9.8777,1816.4916,2.8273,86.3851,1.5957,9.2145,1.2397,12.0354,123.1725,2.0066,9.3473,1.4889,1.9893,11.0057,5.8167,46.3719,1.5509,13.0708
12 Jun 2012,1.5705,32.1216,5.4116,51.2979,49.0943,9.9034,1820.048,2.8462,86.7545,1.6001,9.2757,1.248,12.0635,123.6062,2.0085,9.4078,1.4985,1.9989,11.0434,5.8304,46.5836,1.5546,13.1426
13 Jun 2012,1.5591,31.5998,5.3374,50.5793,49.0864,9.9242,1817.7258,2.8316,86.5947,1.5973,9.2098,1.2393,12.0901,123.7602,1.9991,9.3206,1.4883,1.9928,10.9496,5.8442,46.6633,1.5583,13.0302
14 Jun 2012,1.5567,31.6198,5.3147,50.6905,49.0724,9.9012,1811.7931,2.8251,86.5956,1.5936,9.1703,1.2339,12.0601,123.2173,1.9893,9.2589,1.4821,1.991,10.9099,5.8295,46.5652,1.5544,13.0904
